Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
B4GALT7	ENST00000029410.5	xylosylprotein beta 1,4-galactosyltransferase, polypeptide 7 	2968	2	0	1	1	0	mmu-miR-370-3p				-0.06	-0.07	N/A
AFF4	ENST00000265343.5	AF4/FMR2 family, member 4 	2755	1	1	0	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
EIF1AX	ENST00000379607.5	eukaryotic translation initiation factor 1A, X-linked 	277	1	0	1	0	0	mmu-miR-370-3p				-0.06	-0.22	N/A
POLR2F	ENST00000442738.2	polymerase (RNA) II (DNA directed) polypeptide F 	134	0	0	0	0	1	mmu-miR-370-3p				-0.06	-0.13	N/A
DCAF7	ENST00000310827.4	DDB1 and CUL4 associated factor 7 	3289	2	0	2	0	1	mmu-miR-370-3p				-0.06	-0.06	N/A
GTF2A1	ENST00000553612.1	general transcription factor IIA, 1, 19/37kDa 	88	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.06	N/A
CAMK4	ENST00000282356.4	calcium/calmodulin-dependent protein kinase IV 	73	1	0	1	0	0	mmu-miR-370-3p				-0.06	-0.07	N/A
EFCAB2	ENST00000366523.1	EF-hand calcium binding domain 2 	204	1	1	0	0	0	mmu-miR-370-3p				-0.06	-0.18	N/A
GNA13	ENST00000439174.2	guanine nucleotide binding protein (G protein), alpha 13 	190	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.07	N/A
SFT2D2	ENST00000271375.4	SFT2 domain containing 2 	97	2	2	0	0	3	mmu-miR-370-3p				-0.06	-0.27	N/A
CCDC134	ENST00000255784.5	coiled-coil domain containing 134 	15	3	1	0	2	0	mmu-miR-370-3p				-0.06	-0.23	N/A
PDPK1	ENST00000441549.3	3-phosphoinositide dependent protein kinase-1 	104	3	0	2	1	0	mmu-miR-370-3p				-0.06	-0.06	N/A
FLJ27365	ENST00000360737.3	hsa-mir-4763 	74	1	0	0	1	1	mmu-miR-370-3p				-0.06	-0.06	N/A
MOG	ENST00000376902.3	myelin oligodendrocyte glycoprotein 	5	1	0	1	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
GCK	ENST00000403799.3	glucokinase (hexokinase 4) 	5	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.06	N/A
RXRB	ENST00000374685.4	retinoid X receptor, beta 	46	1	0	0	1	2	mmu-miR-370-3p				-0.06	-0.06	N/A
MOBP	ENST00000420739.1	myelin-associated oligodendrocyte basic protein 	5	1	0	1	0	1	mmu-miR-370-3p				-0.06	-0.08	N/A
CCDC64	ENST00000397558.2	coiled-coil domain containing 64 	7	1	1	0	0	2	mmu-miR-370-3p				-0.06	-0.06	N/A
SOST	ENST00000301691.2	sclerostin 	10	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.12	N/A
EN2	ENST00000297375.4	engrailed homeobox 2 	86	0	0	0	0	0	mmu-miR-370-3p				-0.06	-0.09	N/A
ZMIZ2	ENST00000309315.4	zinc finger, MIZ-type containing 2 	761	1	0	0	1	2	mmu-miR-370-3p				-0.06	-0.16	N/A
NFXL1	ENST00000381538.3	nuclear transcription factor, X-box binding-like 1 	71	1	0	1	0	1	mmu-miR-370-3p				-0.06	-0.06	N/A
NAV1	ENST00000295624.6	neuron navigator 1 	702	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.14	N/A
FIBCD1	ENST00000448616.1	fibrinogen C domain containing 1 	44	1	0	0	1	2	mmu-miR-370-3p				-0.06	-0.15	N/A
KLHL8	ENST00000273963.5	kelch-like family member 8 	266	1	0	1	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
ZNF235	ENST00000291182.4	zinc finger protein 235 	69	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.06	N/A
DKK2	ENST00000285311.3	dickkopf WNT signaling pathway inhibitor 2 	5	1	0	1	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
ELOVL1	ENST00000372458.3	ELOVL fatty acid elongase 1 	188	1	0	1	0	1	mmu-miR-370-3p				-0.06	-0.06	N/A
SFRP1	ENST00000220772.3	secreted frizzled-related protein 1 	148	2	0	2	0	1	mmu-miR-370-3p				-0.06	-0.06	N/A
SYT13	ENST00000020926.3	synaptotagmin XIII 	5	2	0	1	1	0	mmu-miR-370-3p				-0.06	-0.06	N/A
BNC1	ENST00000345382.2	basonuclin 1 	6	1	0	1	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
ATF7IP	ENST00000261168.4	activating transcription factor 7 interacting protein 	667	3	0	0	3	2	mmu-miR-370-3p				-0.06	-0.06	N/A
ZNF655	ENST00000425063.1	zinc finger protein 655 	709	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.06	N/A
MOB1B	ENST00000309395.2	MOB kinase activator 1B 	54	1	0	1	0	1	mmu-miR-370-3p				-0.06	-0.06	N/A
NACC2	ENST00000371753.1	NACC family member 2, BEN and BTB (POZ) domain containing 	172	3	2	1	0	1	mmu-miR-370-3p				-0.06	-0.08	N/A
DEDD	ENST00000368006.3	death effector domain containing 	239	1	0	0	1	1	mmu-miR-370-3p				-0.06	-0.10	N/A
H1F0	ENST00000340857.2	H1 histone family, member 0 	234	1	0	0	1	1	mmu-miR-370-3p				-0.06	-0.06	N/A
RAVER2	ENST00000371072.4	ribonucleoprotein, PTB-binding 2 	218	0	0	0	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
KCNA7	ENST00000221444.1	potassium voltage-gated channel, shaker-related subfamily, member 7 	11	1	0	0	1	1	mmu-miR-370-3p				-0.06	-0.06	N/A
CDH10	ENST00000264463.4	cadherin 10, type 2 (T2-cadherin) 	5	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.06	N/A
GFRA4	ENST00000290417.2	GDNF family receptor alpha 4 	5	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.06	N/A
COPZ1	ENST00000551779.1	coatomer protein complex, subunit zeta 1 	2623	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.06	N/A
CALHM1	ENST00000329905.5	calcium homeostasis modulator 1 	5	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.06	N/A
MRPL19	ENST00000393909.2	mitochondrial ribosomal protein L19 	816	1	1	0	0	0	mmu-miR-370-3p				-0.05	-0.39	N/A
SETD7	ENST00000274031.3	SET domain containing (lysine methyltransferase) 7 	76	1	1	0	0	0	mmu-miR-370-3p				-0.05	-0.06	N/A
SETD6	ENST00000394266.4	SET domain containing 6 	121	1	0	0	1	0	mmu-miR-370-3p				-0.05	-0.15	N/A
SLITRK5	ENST00000325089.6	SLIT and NTRK-like family, member 5 	429	1	0	0	1	0	mmu-miR-370-3p				-0.05	-0.06	N/A
SPATA6	ENST00000371847.3	spermatogenesis associated 6 	23	1	0	1	0	0	mmu-miR-370-3p				-0.05	-0.08	N/A
PALM2	ENST00000448454.2	paralemmin 2 	35	3	1	1	1	1	mmu-miR-370-3p				-0.05	-0.06	N/A
FRAT2	ENST00000371019.2	frequently rearranged in advanced T-cell lymphomas 2 	120	1	0	0	1	0	mmu-miR-370-3p				-0.05	-0.05	N/A
BPTF	ENST00000321892.4	bromodomain PHD finger transcription factor 	7	1	0	0	1	1	mmu-miR-370-3p				-0.05	-0.05	N/A
RTN4RL1	ENST00000331238.6	reticulon 4 receptor-like 1 	82	1	0	0	1	0	mmu-miR-370-3p				-0.05	-0.05	N/A
NFATC2	ENST00000371564.3	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 	105	2*	0	0	1	0	mmu-miR-370-3p				-0.05	-0.05	N/A
KIF3B	ENST00000375712.3	kinesin family member 3B 	182	2	0	1	1	0	mmu-miR-370-3p				-0.05	-0.05	N/A
ABL2	ENST00000502732.1	c-abl oncogene 2, non-receptor tyrosine kinase 	892	1	0	0	1	2	mmu-miR-370-3p				-0.05	-0.06	N/A
LRRC58	ENST00000295628.3	leucine rich repeat containing 58 	940	1	0	1	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
NBR1	ENST00000542611.1	neighbor of BRCA1 gene 1 	1982	1	0	0	1	0	mmu-miR-370-3p				-0.05	-0.06	N/A
ZNF507	ENST00000311921.4	zinc finger protein 507 	378	1	0	1	0	3	mmu-miR-370-3p				-0.05	-0.11	N/A
ZDHHC23	ENST00000330212.3	zinc finger, DHHC-type containing 23 	10	1	0	1	0	1	mmu-miR-370-3p				-0.05	-0.06	N/A
ATG4C	ENST00000317868.4	autophagy related 4C, cysteine peptidase 	82	1	0	0	1	2	mmu-miR-370-3p				-0.05	-0.17	N/A
IGFBPL1	ENST00000377694.1	insulin-like growth factor binding protein-like 1 	13	1	0	0	1	3	mmu-miR-370-3p				-0.05	-0.19	N/A
NUP37	ENST00000552283.1	nucleoporin 37kDa 	458	1	0	0	1	0	mmu-miR-370-3p				-0.05	-0.07	N/A
THBD	ENST00000377103.2	thrombomodulin 	38	1	0	0	1	1	mmu-miR-370-3p				-0.05	-0.05	N/A
PGGT1B	ENST00000419445.1	protein geranylgeranyltransferase type I, beta subunit 	25	1	0	0	1	0	mmu-miR-370-3p				-0.05	-0.05	N/A
C6orf195	ENST00000296847.3	chromosome 6 open reading frame 195 	5	0	0	0	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
LRRC32	ENST00000260061.5	leucine rich repeat containing 32 	10	1	0	0	1	0	mmu-miR-370-3p				-0.05	-0.05	N/A
GRIK3	ENST00000373091.3	glutamate receptor, ionotropic, kainate 3 	7	1	0	0	1	1	mmu-miR-370-3p				-0.05	-0.05	N/A
DCUN1D3	ENST00000324344.4	DCN1, defective in cullin neddylation 1, domain containing 3 	53	1	0	1	0	0	mmu-miR-370-3p				-0.05	-0.10	N/A
DNAJC3	ENST00000602402.1	DnaJ (Hsp40) homolog, subfamily C, member 3 	125	1	0	1	0	0	mmu-miR-370-3p				-0.05	-0.06	N/A
PRDM4	ENST00000228437.5	PR domain containing 4 	44	1	0	1	0	1	mmu-miR-370-3p				-0.05	-0.07	N/A
PPP2R5E	ENST00000337537.3	protein phosphatase 2, regulatory subunit B', epsilon isoform 	23	1	1	0	0	0	mmu-miR-370-3p				-0.05	-0.26	N/A
ANO5	ENST00000324559.8	anoctamin 5 	12	1	0	1	0	0	mmu-miR-370-3p				-0.05	-0.07	N/A
N4BP1	ENST00000262384.3	NEDD4 binding protein 1 	105	1	0	1	0	1	mmu-miR-370-3p				-0.05	-0.07	N/A
CDK12	ENST00000447079.4	cyclin-dependent kinase 12 	748	1	0	1	0	1	mmu-miR-370-3p				-0.05	-0.12	N/A
SERINC5	ENST00000512721.1	serine incorporator 5 	175	2	0	1	1	0	mmu-miR-370-3p				-0.05	-0.05	N/A
KCNB1	ENST00000371741.4	potassium voltage-gated channel, Shab-related subfamily, member 1 	5	1	0	1	0	2	mmu-miR-370-3p				-0.05	-0.05	N/A
ANKS1A	ENST00000360359.3	ankyrin repeat and sterile alpha motif domain containing 1A 	220	1	0	1	0	2	mmu-miR-370-3p				-0.05	-0.05	N/A
RAB40C	ENST00000248139.3	RAB40C, member RAS oncogene family 	421	1	0	1	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
CARNS1	ENST00000307823.3	carnosine synthase 1 	14	1	0	1	0	1	mmu-miR-370-3p				-0.05	-0.05	N/A
MAPK8	ENST00000374182.3	mitogen-activated protein kinase 8 	227	1	1	0	0	2	mmu-miR-370-3p				-0.05	-0.27	N/A
SLC5A8	ENST00000536262.2	solute carrier family 5 (sodium/monocarboxylate cotransporter), member 8 	5	1	0	1	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
TTC22	ENST00000371276.4	tetratricopeptide repeat domain 22 	5	0	0	0	0	2	mmu-miR-370-3p				-0.05	-0.05	N/A
ARNTL2	ENST00000546179.1	aryl hydrocarbon receptor nuclear translocator-like 2 	283	1	0	1	0	0	mmu-miR-370-3p				-0.05	-0.16	N/A
SLC5A3	ENST00000608209.1	sodium/myo-inositol cotransporter  	24	3	0	2	1	0	mmu-miR-370-3p				-0.05	-0.14	N/A
C20orf112	ENST00000359676.5	chromosome 20 open reading frame 112 	148	1	0	1	0	1	mmu-miR-370-3p				-0.05	-0.10	N/A
EMB	ENST00000303221.5	embigin 	17	1	0	0	1	1	mmu-miR-370-3p				-0.05	-0.05	N/A
PAX3	ENST00000350526.4	paired box 3 	7	1	0	0	1	0	mmu-miR-370-3p				-0.05	-0.05	N/A
CRLF3	ENST00000324238.6	cytokine receptor-like factor 3 	5	1	0	1	0	1	mmu-miR-370-3p				-0.05	-0.05	N/A
FRS3	ENST00000373018.3	fibroblast growth factor receptor substrate 3 	41	1	0	1	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
AC011484.1	ENST00000377652.3	Uncharacterized protein; cDNA FLJ42076 fis, clone SYNOV2018921  	5	1	0	1	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
ZBTB25	ENST00000608382.1	zinc finger and BTB domain containing 25 	149	1	1	0	0	0	mmu-miR-370-3p				-0.05	-0.07	N/A
RORA	ENST00000335670.6	RAR-related orphan receptor A 	102	2	2	0	0	0	mmu-miR-370-3p				-0.05	-0.06	N/A
ETS1	ENST00000531611.1	v-ets avian erythroblastosis virus E26 oncogene homolog 1 	1423	1	0	0	1	1	mmu-miR-370-3p				-0.05	-0.05	N/A
SUDS3	ENST00000397564.2	suppressor of defective silencing 3 homolog (S. cerevisiae) 	224	2	0	1	1	0	mmu-miR-370-3p				-0.05	-0.06	N/A
MEX3A	ENST00000532414.2	mex-3 RNA binding family member A 	912	1	0	0	1	1	mmu-miR-370-3p				-0.05	-0.06	N/A
TRIM32	ENST00000373983.2	tripartite motif containing 32 	285	1	0	0	1	1	mmu-miR-370-3p				-0.05	-0.05	N/A
CTIF	ENST00000256413.3	CBP80/20-dependent translation initiation factor 	154	2	0	0	2	3	mmu-miR-370-3p				-0.05	-0.08	N/A
HIPK2	ENST00000406875.3	homeodomain interacting protein kinase 2 	48	3	0	2	1	2	mmu-miR-370-3p				-0.05	-0.05	N/A
WNK3	ENST00000375169.3	WNK lysine deficient protein kinase 3 	55	2	1	1	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
PRKACA	ENST00000308677.4	protein kinase, cAMP-dependent, catalytic, alpha 	12	1	0	0	1	0	mmu-miR-370-3p				-0.05	-0.05	N/A
OPHN1	ENST00000355520.5	oligophrenin 1 	54	1	1	0	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
C2orf71	ENST00000331664.5	chromosome 2 open reading frame 71 	5	2	1	1	0	2	mmu-miR-370-3p				-0.05	-0.05	N/A
PRR14L	ENST00000434485.1	proline rich 14-like 	39	3	0	2	1	1	mmu-miR-370-3p				-0.05	-0.05	N/A
HOXB6	ENST00000484302.2	homeobox B6 	12	1	0	1	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
ALPK3	ENST00000258888.5	alpha-kinase 3 	16	2	1	1	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
ARHGAP22	ENST00000249601.4	Rho GTPase activating protein 22 	10	2	0	2	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
SV2C	ENST00000502798.2	synaptic vesicle glycoprotein 2C 	30	0	0	0	0	3	mmu-miR-370-3p				-0.05	-0.05	N/A
CCND2	ENST00000261254.3	cyclin D2 	66	1	0	0	1	1	mmu-miR-370-3p				-0.05	-0.06	N/A
ISLR2	ENST00000361742.3	immunoglobulin superfamily containing leucine-rich repeat 2 	5	2	1	1	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
CDK8	ENST00000536792.1	cyclin-dependent kinase 8 	280	1	0	1	0	1	mmu-miR-370-3p				-0.05	-0.05	N/A
KIAA0430	ENST00000396368.3	KIAA0430 	461	1	1	0	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
REEP4	ENST00000334530.5	receptor accessory protein 4 	78	1	0	1	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
PTPRT	ENST00000373187.1	protein tyrosine phosphatase, receptor type, T 	5	2	1	1	0	3	mmu-miR-370-3p				-0.05	-0.05	N/A
KIAA1549L	ENST00000321505.4	KIAA1549-like 	117	3	0	2	1	1	mmu-miR-370-3p				-0.05	-0.05	N/A
SORBS2	ENST00000284776.7	sorbin and SH3 domain containing 2 	1279	2	1	1	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
EDAR	ENST00000409271.1	ectodysplasin A receptor 	7	1	0	1	0	1	mmu-miR-370-3p				-0.05	-0.05	N/A
KANSL1	ENST00000574590.1	KAT8 regulatory NSL complex subunit 1 	5	2	1	1	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
RNF165	ENST00000269439.7	ring finger protein 165 	18	3	0	2	1	1	mmu-miR-370-3p				-0.05	-0.05	N/A
STOX2	ENST00000308497.4	storkhead box 2 	379	1	0	0	1	1	mmu-miR-370-3p				-0.05	-0.05	N/A
SEC61A2	ENST00000379020.4	Sec61 alpha 2 subunit (S. cerevisiae) 	105	1	0	0	1	0	mmu-miR-370-3p				-0.05	-0.12	N/A
GDPD5	ENST00000443276.2	glycerophosphodiester phosphodiesterase domain containing 5 	8	1	0	1	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
LGI2	ENST00000382114.4	leucine-rich repeat LGI family, member 2 	32	3	0	3	0	1	mmu-miR-370-3p				-0.05	-0.08	N/A
SIX1	ENST00000247182.6	SIX homeobox 1 	1264	2	1	0	1	1	mmu-miR-370-3p				-0.05	-0.29	N/A
YAF2	ENST00000327791.4	YY1 associated factor 2 	413	1	0	0	1	0	mmu-miR-370-3p				-0.05	-0.10	N/A
CYP4V2	ENST00000378802.4	cytochrome P450, family 4, subfamily V, polypeptide 2 	121	1	0	0	1	1	mmu-miR-370-3p				-0.05	-0.06	N/A
LRRC1	ENST00000370888.1	leucine rich repeat containing 1 	343	1	0	0	1	0	mmu-miR-370-3p				-0.05	-0.10	N/A
WDR26	ENST00000414423.2	WD repeat domain 26 	1229	1	0	1	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
MCC	ENST00000302475.4	mutated in colorectal cancers 	115	1	0	0	1	4	mmu-miR-370-3p				-0.05	-0.06	N/A
JMY	ENST00000396137.4	junction mediating and regulatory protein, p53 cofactor 	10	2	0	0	2	1	mmu-miR-370-3p				-0.05	-0.05	N/A
KIAA2018	ENST00000316407.4	KIAA2018 	23	1	0	1	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
ATP2B3	ENST00000370186.1	ATPase, Ca++ transporting, plasma membrane 3 	5	1	0	0	1	1	mmu-miR-370-3p				-0.05	-0.05	N/A
CSDC2	ENST00000306149.7	cold shock domain containing C2, RNA binding 	31	1	0	0	1	1	mmu-miR-370-3p				-0.05	-0.05	N/A
DNAJB14	ENST00000442697.2	DnaJ (Hsp40) homolog, subfamily B, member 14 	10	1	0	0	1	1	mmu-miR-370-3p				-0.05	-0.05	N/A
TBX20	ENST00000408931.3	T-box 20 	0	1	0	0	1	0	mmu-miR-370-3p				-0.05	-0.05	N/A
CCNE1	ENST00000262643.3	cyclin E1 	954	1	0	1	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
USP12	ENST00000282344.6	ubiquitin specific peptidase 12 	35	2	0	1	1	1	mmu-miR-370-3p				-0.05	-0.09	N/A
GCM1	ENST00000259803.7	glial cells missing homolog 1 (Drosophila) 	5	1	0	1	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
INSRR	ENST00000368195.3	insulin receptor-related receptor 	5	1	1	0	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
GKN2	ENST00000481498.1	gastrokine 2 	5	1	0	1	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
PARPBP	ENST00000378128.3	PARP1 binding protein 	456	1	0	1	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
IQCE	ENST00000402050.2	IQ motif containing E 	687	3	0	2	1	0	mmu-miR-370-3p				-0.05	-0.05	N/A
BPI	ENST00000262865.4	bactericidal/permeability-increasing protein 	5	1	0	0	1	0	mmu-miR-370-3p				-0.05	-0.05	N/A
TANC2	ENST00000424789.2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 	155	1	0	0	1	0	mmu-miR-370-3p				-0.05	-0.05	N/A
OSBP2	ENST00000382310.3	oxysterol binding protein 2 	485	2	1	1	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
HRK	ENST00000257572.5	harakiri, BCL2 interacting protein (contains only BH3 domain) 	19	2	0	2	0	1	mmu-miR-370-3p				-0.05	-0.06	N/A
GRPEL1	ENST00000264954.4	GrpE-like 1, mitochondrial (E. coli) 	1416	1	0	0	1	0	mmu-miR-370-3p				-0.05	-0.08	N/A
LURAP1	ENST00000371980.3	leucine rich adaptor protein 1 	20	1	0	0	1	0	mmu-miR-370-3p				-0.05	-0.10	N/A
ENPP1	ENST00000360971.2	ectonucleotide pyrophosphatase/phosphodiesterase 1 	159	2	0	0	2	2	mmu-miR-370-3p				-0.05	-0.06	N/A
TTC39B	ENST00000512701.2	tetratricopeptide repeat domain 39B 	161	2	0	1	1	2	mmu-miR-370-3p				-0.05	-0.08	N/A
PCGF3	ENST00000362003.5	polycomb group ring finger 3 	503	1	0	1	0	0	mmu-miR-370-3p				-0.05	-0.07	N/A
CGGBP1	ENST00000309534.6	CGG triplet repeat binding protein 1 	990	1	0	0	1	0	mmu-miR-370-3p				-0.05	-0.09	N/A
SLCO2A1	ENST00000310926.4	solute carrier organic anion transporter family, member 2A1 	113	3	0	2	1	0	mmu-miR-370-3p				-0.05	-0.05	N/A
DPH3	ENST00000488423.1	diphthamide biosynthesis 3 	1281	1	0	0	1	0	mmu-miR-370-3p				-0.05	-0.16	N/A
CD3EAP	ENST00000309424.3	CD3e molecule, epsilon associated protein 	213	1	0	1	0	0	mmu-miR-370-3p				-0.05	-0.07	N/A
GNA12	ENST00000275364.3	guanine nucleotide binding protein (G protein) alpha 12 	565	0	0	0	0	0	mmu-miR-370-3p				-0.05	-0.06	N/A
UNC5B	ENST00000335350.6	unc-5 homolog B (C. elegans) 	90	2	1	0	1	0	mmu-miR-370-3p				-0.05	-0.05	N/A
BZRAP1	ENST00000268893.6	benzodiazapine receptor (peripheral) associated protein 1 	26	1	0	0	1	1	mmu-miR-370-3p				-0.05	-0.05	N/A
CACNG8	ENST00000270458.2	calcium channel, voltage-dependent, gamma subunit 8 	5	1	0	1	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
ACVR1B	ENST00000257963.4	activin A receptor, type IB 	3319	1	0	1	0	1	mmu-miR-370-3p				-0.05	-0.05	N/A
ERN1	ENST00000433197.3	endoplasmic reticulum to nucleus signaling 1 	182	1	0	0	1	0	mmu-miR-370-3p				-0.05	-0.05	N/A
SRCIN1	ENST00000264659.7	SRC kinase signaling inhibitor 1 	5	1	0	1	0	1	mmu-miR-370-3p				-0.05	-0.05	N/A
FAM102A	ENST00000373095.1	family with sequence similarity 102, member A 	85	1	0	1	0	1	mmu-miR-370-3p				-0.05	-0.08	N/A
WRB	ENST00000333781.5	tryptophan rich basic protein 	496	1	1	0	0	0	mmu-miR-370-3p				-0.05	-0.34	N/A
ANKEF1	ENST00000378380.3	ankyrin repeat and EF-hand domain containing 1 	25	1	0	1	0	0	mmu-miR-370-3p				-0.05	-0.12	N/A
IRAK3	ENST00000261233.4	interleukin-1 receptor-associated kinase 3 	13	2	0	0	2	0	mmu-miR-370-3p				-0.05	-0.11	N/A
SETD1A	ENST00000262519.8	SET domain containing 1A 	14	3	1	1	1	0	mmu-miR-370-3p				-0.05	-0.10	N/A
SIPA1L2	ENST00000366630.1	signal-induced proliferation-associated 1 like 2 	182	2	1	1	0	1	mmu-miR-370-3p				-0.05	-0.05	N/A
IKBKAP	ENST00000374647.5	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein 	608	1	0	1	0	1	mmu-miR-370-3p				-0.05	-0.12	N/A
MYO1E	ENST00000288235.4	myosin IE 	198	2	0	2	0	0	mmu-miR-370-3p				-0.05	-0.14	N/A
AGPAT3	ENST00000291572.8	1-acylglycerol-3-phosphate O-acyltransferase 3 	2443	2	1	1	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
FAM132B	ENST00000546354.1	family with sequence similarity 132, member B 	722	1	0	0	1	2	mmu-miR-370-3p				-0.05	-0.05	N/A
OLFML2B	ENST00000294794.3	olfactomedin-like 2B 	5	1	0	0	1	0	mmu-miR-370-3p				-0.05	-0.05	N/A
KLHL28	ENST00000396128.4	kelch-like family member 28 	9	1	0	1	0	1	mmu-miR-370-3p				-0.05	-0.05	N/A
MAPK4	ENST00000592595.1	mitogen-activated protein kinase 4 	77	1	0	0	1	1	mmu-miR-370-3p				-0.05	-0.05	N/A
SAPCD2	ENST00000409687.3	suppressor APC domain containing 2 	22	2	0	2	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
ANKS6	ENST00000375018.1	ankyrin repeat and sterile alpha motif domain containing 6 	98	2	0	1	1	0	mmu-miR-370-3p				-0.05	-0.08	N/A
ELAVL1	ENST00000407627.2	ELAV like RNA binding protein 1 	2812	2	0	2	0	0	mmu-miR-370-3p				-0.05	-0.15	N/A
ALS2	ENST00000457679.2	amyotrophic lateral sclerosis 2 (juvenile) 	206	1	0	1	0	2	mmu-miR-370-3p				-0.05	-0.05	N/A
CIT	ENST00000392521.2	citron (rho-interacting, serine/threonine kinase 21) 	134	1	0	1	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
ERO1L	ENST00000395686.3	ERO1-like (S. cerevisiae) 	1333	1	0	0	1	0	mmu-miR-370-3p				-0.05	-0.06	N/A
PIGU	ENST00000452740.2	phosphatidylinositol glycan anchor biosynthesis, class U 	355	1	0	1	0	1	mmu-miR-370-3p				-0.05	-0.05	N/A
DDX46	ENST00000452510.2	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46 	472	2	1	0	1	0	mmu-miR-370-3p				-0.05	-0.21	N/A
BRAP	ENST00000419234.4	BRCA1 associated protein 	102	1	1	0	0	0	mmu-miR-370-3p				-0.05	-0.14	N/A
TUB	ENST00000305253.4	tubby bipartite transcription factor 	743	2	0	1	1	3	mmu-miR-370-3p				-0.05	-0.05	N/A
GPN2	ENST00000374135.4	GPN-loop GTPase 2 	97	2	0	0	2	1	mmu-miR-370-3p				-0.05	-0.06	N/A
UBE2G2	ENST00000345496.2	ubiquitin-conjugating enzyme E2G 2 	681	1	0	0	1	0	mmu-miR-370-3p				-0.05	-0.05	N/A
MCAM	ENST00000392814.1	melanoma cell adhesion molecule 	398	1	0	1	0	1	mmu-miR-370-3p				-0.05	-0.05	N/A
REL	ENST00000295025.8	v-rel avian reticuloendotheliosis viral oncogene homolog 	116	1	0	1	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
NYAP1	ENST00000300179.2	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 1 	5	1	0	0	1	0	mmu-miR-370-3p				-0.05	-0.05	N/A
NDN	ENST00000331837.4	necdin, melanoma antigen (MAGE) family member 	5	1	0	0	1	0	mmu-miR-370-3p				-0.05	-0.05	N/A
DDX3Y	ENST00000336079.3	DEAD (Asp-Glu-Ala-Asp) box helicase 3, Y-linked 	5	1	0	1	0	0	mmu-miR-370-3p				-0.05	-0.05	N/A
LRRC14	ENST00000292524.1	leucine rich repeat containing 14 	469	1	0	1	0	3	mmu-miR-370-3p				-0.05	-0.06	N/A
RREB1	ENST00000379938.2	ras responsive element binding protein 1 	340	1	0	1	0	2	mmu-miR-370-3p				-0.05	-0.05	N/A
