Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
EPB41L1	ENST00000441639.1	erythrocyte membrane protein band 4.1-like 1 	369	1	0	1	0	1	0	0	1	0	mmu-let-7b-5p				-0.07	-0.23	0.56	NULL
ZNF354B	ENST00000322434.3	zinc finger protein 354B 	52	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p				-0.07	-0.45	0.89	NULL
KCNC4	ENST00000369787.3	potassium voltage-gated channel, Shaw-related subfamily, member 4 	138	1	0	1	0	0	0	0	0	1	mmu-let-7b-5p				-0.07	-0.11	0.64	2009, 2011
MON2	ENST00000546600.1	MON2 homolog (S. cerevisiae) 	784	1	0	0	1	2	0	2	0	1	mmu-let-7d-5p				-0.07	-0.29	0.95	2007, 2009, 2011
PIK3IP1	ENST00000441972.1	phosphoinositide-3-kinase interacting protein 1 	22	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.07	-0.33	0.92	2005, 2007, 2009, 2011
CTIF	ENST00000256413.3	CBP80/20-dependent translation initiation factor 	154	1	0	1	0	1	0	1	0	0	mmu-let-7b-5p				-0.07	-0.26	0.60	2011
HDLBP	ENST00000391975.1	high density lipoprotein binding protein 	1755	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.07	-0.33	0.96	2007, 2009, 2011
CPM	ENST00000551568.1	carboxypeptidase M 	125	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.07	-0.33	0.99	2005, 2007, 2009, 2011
ICK	ENST00000350082.5	intestinal cell (MAK-like) kinase 	18	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.07	-0.17	0.76	NULL
CCDC180	ENST00000395220.1	coiled-coil domain containing 180 	10	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.07	-0.07	< 0.1	NULL
USP49	ENST00000394253.3	ubiquitin specific peptidase 49 	44	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.06	-0.25	0.89	NULL
CNOT2	ENST00000229195.3	CCR4-NOT transcription complex, subunit 2 	1189	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.06	-0.28	0.96	2007, 2009, 2011
PYGO2	ENST00000368457.2	pygopus homolog 2 (Drosophila) 	35	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.06	-0.26	0.88	2005, 2007, 2009, 2011
C2orf68	ENST00000306336.5	chromosome 2 open reading frame 68 	565	1	0	1	0	1	0	1	0	0	mmu-let-7d-5p				-0.06	-0.60	0.82	2011
ZNF644	ENST00000370440.1	zinc finger protein 644 	40	2	0	1	1	0	0	0	0	0	mmu-let-7d-5p				-0.06	-0.44	0.98	2005, 2007, 2009, 2011
ZSWIM5	ENST00000359600.5	zinc finger, SWIM-type containing 5 	31	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.06	-0.41	0.94	2009, 2011
RIMS3	ENST00000372684.3	regulating synaptic membrane exocytosis 3 	24	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.06	-0.18	0.73	2009, 2011
KHNYN	ENST00000251343.5	KH and NYN domain containing 	421	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.06	-0.40	0.52	2011
PLEKHH1	ENST00000329153.5	pleckstrin homology domain containing, family H (with MyTH4 domain) member 1 	125	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.06	-0.23	0.73	2007, 2009, 2011
C14orf28	ENST00000325192.3	chromosome 14 open reading frame 28 	98	2	1	1	0	1	0	0	1	0	mmu-miR-98-5p				-0.06	-1.21	0.98	2007, 2009, 2011
RBM38	ENST00000440234.2	RNA binding motif protein 38 	18	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.05	-0.49	0.96	2007, 2009, 2011
ETNK1	ENST00000266517.4	ethanolamine kinase 1 	1047	1	0	1	0	1	1	0	0	1	mmu-let-7d-5p				-0.05	-0.26	0.93	2007, 2009, 2011
CCDC93	ENST00000376300.2	coiled-coil domain containing 93 	395	1	0	1	0	1	0	1	0	0	mmu-let-7i-5p				-0.05	-0.20	0.43	2011
RNF170	ENST00000534961.1	ring finger protein 170 	203	1	1	0	0	0	0	0	0	0	mmu-let-7g-5p				-0.05	-0.39	0.95	2011
STYX	ENST00000354586.4	serine/threonine/tyrosine interacting protein 	250	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p				-0.05	-0.26	0.91	2011
DMD	ENST00000378677.2	dystrophin 	211	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p				-0.05	-0.31	0.96	2011
RNF8	ENST00000373479.4	ring finger protein 8, E3 ubiquitin protein ligase 	301	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.05	-0.31	0.82	2011
DDN	ENST00000421952.2	dendrin 	27	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p				-0.05	-0.29	0.94	2011
C11orf84	ENST00000294244.4	chromosome 11 open reading frame 84 	232	1	0	1	0	0	0	0	0	1	mmu-let-7g-5p				-0.05	-0.20	> 0.99	2005, 2007, 2009, 2011
SLC8B1	ENST00000552014.1	solute carrier family 8 (sodium/lithium/calcium exchanger), member B1 	34	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.05	-0.37	0.94	2009, 2011
MLXIP	ENST00000319080.7	MLX interacting protein 	69	1	0	1	0	0	0	0	0	1	mmu-let-7d-5p				-0.05	-0.19	0.85	2011
NSD1	ENST00000439151.2	nuclear receptor binding SET domain protein 1 	685	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p				-0.05	-0.17	0.71	2011
TXLNG	ENST00000380122.5	taxilin gamma 	96	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p				-0.04	-0.41	> 0.99	2011
PLAGL2	ENST00000246229.4	pleiomorphic adenoma gene-like 2 	254	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p				-0.04	-0.41	0.77	2005, 2007, 2009, 2011
PDZD8	ENST00000334464.5	PDZ domain containing 8 	99	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.04	-0.37	0.30	NULL
NIPA1	ENST00000337435.4	non imprinted in Prader-Willi/Angelman syndrome 1 	805	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p				-0.04	-0.24	0.84	2007, 2009, 2011
SLC31A1	ENST00000374212.4	solute carrier family 31 (copper transporter), member 1 	171	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p				-0.04	-0.39	0.96	2009, 2011
SYT7	ENST00000263846.4	synaptotagmin VII 	192	1	1	0	0	0	0	0	0	0	mmu-miR-98-5p				-0.04	-0.29	0.96	2007, 2009, 2011
ATG4B	ENST00000405546.3	autophagy related 4B, cysteine peptidase 	1444	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.04	-0.24	0.33	2009, 2011
SLC35D2	ENST00000253270.7	solute carrier family 35 (UDP-GlcNAc/UDP-glucose transporter), member D2 	223	1	1	0	0	0	0	0	0	0	mmu-miR-98-5p				-0.04	-0.60	0.77	2005, 2007, 2009, 2011
MTDH	ENST00000336273.3	metadherin 	5192	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p				-0.04	-0.46	0.96	2011
ARL5B	ENST00000377275.3	ADP-ribosylation factor-like 5B 	368	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.04	-0.28	0.80	NULL
RPS6KA3	ENST00000379565.3	ribosomal protein S6 kinase, 90kDa, polypeptide 3 	769	1	0	1	0	0	0	0	0	0	mmu-miR-98-5p				-0.04	-0.24	0.94	2005, 2007, 2009, 2011
SPATA2	ENST00000289431.5	spermatogenesis associated 2 	358	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.04	-0.26	0.91	2005, 2007, 2009, 2011
DYRK2	ENST00000344096.3	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2 	1091	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p				-0.03	-0.32	0.95	2009, 2011
FARP1	ENST00000595437.1	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived) 	530	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.03	-0.32	0.94	2005, 2007, 2009, 2011
NLK	ENST00000407008.3	nemo-like kinase 	61	1	0	1	0	0	0	0	0	1	mmu-miR-98-5p				-0.03	-0.28	0.90	2005, 2007, 2009, 2011
ZNF322	ENST00000415922.2	zinc finger protein 322 	5	1	1	0	0	0	0	0	0	1	mmu-miR-98-5p				-0.03	-0.45	0.93	2009, 2011
TMEM167A	ENST00000502346.1	transmembrane protein 167A 	1029	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p				-0.03	-0.64	0.95	NULL
SUV39H2	ENST00000313519.5	suppressor of variegation 3-9 homolog 2 (Drosophila) 	54	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.03	-0.47	0.91	NULL
ENTPD7	ENST00000370489.4	ectonucleoside triphosphate diphosphohydrolase 7 	136	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.03	-0.40	0.95	2011
YAF2	ENST00000327791.4	YY1 associated factor 2 	413	2	1	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.03	-0.74	0.98	2009, 2011
WDFY2	ENST00000298125.5	WD repeat and FYVE domain containing 2 	85	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.03	-0.22	0.92	NULL
MEF2C	ENST00000340208.5	myocyte enhancer factor 2C 	70	2	0	0	2	0	0	0	0	0	mmu-let-7d-5p				-0.03	-0.40	0.96	2011
KATNBL1	ENST00000256544.3	katanin p80 subunit B-like 1 	105	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p				-0.03	-0.48	> 0.99	2005, 2007, 2009, 2011
SESTD1	ENST00000428443.3	SEC14 and spectrin domains 1 	478	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.03	-0.34	0.96	2011
SLC38A9	ENST00000396865.2	solute carrier family 38, member 9 	156	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.03	-0.32	0.89	2005, 2007, 2011
FBXL19	ENST00000338343.4	F-box and leucine-rich repeat protein 19 	75	1	0	0	1	0	0	0	0	0	mmu-let-7f-5p				-0.03	-0.15	0.78	2009, 2011
HELZ	ENST00000358691.5	helicase with zinc finger 	571	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.03	-0.04	< 0.1	2011
XPOT	ENST00000332707.5	exportin, tRNA 	887	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.03	-0.31	0.80	NULL
SMAD2	ENST00000262160.6	SMAD family member 2 	1196	1	0	1	0	1	0	0	1	1	mmu-let-7d-5p				-0.03	-0.28	0.79	2007, 2009, 2011
ERGIC2	ENST00000360150.4	ERGIC and golgi 2 	451	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p				-0.03	-0.30	0.64	NULL
ALDH6A1	ENST00000553458.1	aldehyde dehydrogenase 6 family, member A1 	196	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.03	-0.27	0.92	NULL
ZNF24	ENST00000589881.1	zinc finger protein 24 	1796	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p				-0.03	-0.29	0.83	2011
TBC1D19	ENST00000264866.4	TBC1 domain family, member 19 	77	1	0	0	1	2	1	0	1	0	mmu-let-7d-5p				-0.03	-0.47	0.73	NULL
GRAMD1B	ENST00000529750.1	GRAM domain containing 1B 	35	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.02	-0.18	0.95	NULL
PACS2	ENST00000447393.1	phosphofurin acidic cluster sorting protein 2 	234	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p				-0.02	-0.26	0.92	2009, 2011
SBNO1	ENST00000420886.2	strawberry notch homolog 1 (Drosophila) 	87	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p				-0.02	-0.15	> 0.99	2011
SOCS7	ENST00000577233.1	suppressor of cytokine signaling 7 	15	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p				-0.02	-0.23	0.81	2011
NCOA1	ENST00000405141.1	nuclear receptor coactivator 1 	200	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.02	-0.04	0.39	2005, 2007, 2011
C7orf73	ENST00000507606.1	chromosome 7 open reading frame 73 	847	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.02	-0.61	0.19	2011
C6orf203	ENST00000311381.5	chromosome 6 open reading frame 203 	307	1	1	0	0	0	0	0	0	0	mmu-let-7b-5p				-0.02	-0.72	0.10	NULL
PSD4	ENST00000441564.3	pleckstrin and Sec7 domain containing 4 	72	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p				-0.02	-0.27	0.90	NULL
SRD5A3	ENST00000264228.4	steroid 5 alpha-reductase 3 	402	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.02	-0.33	0.73	2011
DZIP1	ENST00000347108.3	DAZ interacting zinc finger protein 1 	360	1	0	0	1	0	0	0	0	0	mmu-let-7c-5p				-0.02	-0.25	0.95	2005, 2007, 2009, 2011
SESN3	ENST00000536441.1	sestrin 3 	260	1	1	0	0	1	0	0	1	0	mmu-let-7d-5p				-0.02	-0.26	0.90	NULL
EIF5B	ENST00000289371.6	eukaryotic translation initiation factor 5B 	188	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.01	-0.28	0.95	NULL
NAP1L1	ENST00000261182.8	nucleosome assembly protein 1-like 1 	9072	2	1	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.01	-0.69	0.99	2005, 2007, 2009, 2011
IDH2	ENST00000330062.3	isocitrate dehydrogenase 2 (NADP+), mitochondrial 	296	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.01	-0.27	0.95	2005, 2007, 2011
ABCG1	ENST00000398457.2	ATP-binding cassette, sub-family G (WHITE), member 1 	64	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p				-0.01	-0.32	0.98	NULL
DLD	ENST00000205402.5	dihydrolipoamide dehydrogenase 	1623	1	0	1	0	0	0	0	0	1	mmu-let-7f-5p				-0.01	-0.44	0.56	2011
IPO11	ENST00000409534.1	importin 11 	202	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.01	-0.35	0.90	NULL
NCOR1	ENST00000268712.3	nuclear receptor corepressor 1 	268	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.01	-0.12	0.95	2011
TEAD3	ENST00000402886.3	TEA domain family member 3 	137	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p				-0.01	-0.21	0.94	2007, 2009, 2011
SNX16	ENST00000353788.4	sorting nexin 16 	156	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.01	-0.39	0.80	2005, 2007, 2009, 2011
C17orf85	ENST00000158149.3	chromosome 17 open reading frame 85 	718	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p				-0.01	-0.24	0.85	NULL
USP24	ENST00000294383.6	ubiquitin specific peptidase 24 	306	1	0	1	0	0	0	0	0	0	mmu-let-7e-5p				-0.01	-0.20	0.74	2009, 2011
RBMS2	ENST00000262031.5	RNA binding motif, single stranded interacting protein 2 	451	1	1	0	0	1	0	1	0	0	mmu-let-7b-5p				-0.01	-0.63	0.96	2011
SNX6	ENST00000396526.3	sorting nexin 6 	254	1	1	0	0	1	0	0	1	0	mmu-let-7d-5p				-0.01	-0.57	0.95	2011
ANKRD28	ENST00000399451.2	ankyrin repeat domain 28 	798	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.01	-0.22	0.86	2011
SPRYD4	ENST00000338146.5	SPRY domain containing 4 	1999	1	0	1	0	1	0	0	1	0	mmu-let-7d-5p				-0.01	-0.46	0.94	2007, 2009, 2011
GDAP2	ENST00000369443.5	ganglioside induced differentiation associated protein 2 	656	1	1	0	0	0	0	0	0	0	mmu-let-7a-5p				-0.01	-0.37	0.75	2009, 2011
TTL	ENST00000233336.6	tubulin tyrosine ligase 	442	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p				-0.01	-0.21	0.96	2007, 2009, 2011
MAPK8	ENST00000374182.3	mitogen-activated protein kinase 8 	227	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.01	-0.41	0.91	NULL
RAB6B	ENST00000285208.4	RAB6B, member RAS oncogene family 	669	1	0	1	0	0	0	0	0	1	mmu-let-7a-5p				-0.01	-0.30	0.80	2009, 2011
LPHN1	ENST00000340736.6	latrophilin 1 	49	1	0	0	1	0	0	0	0	0	mmu-let-7a-5p				-0.01	-0.01	0.72	NULL
TUSC2	ENST00000232496.4	tumor suppressor candidate 2 	611	1	0	1	0	0	0	0	0	0	mmu-let-7i-5p				-0.01	-0.34	0.96	2005, 2007, 2009, 2011
CCNT2	ENST00000295238.6	cyclin T2 	381	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.01	-0.19	0.45	2011
ZNF641	ENST00000301042.3	zinc finger protein 641 	87	1	0	1	0	0	0	0	0	1	mmu-let-7f-5p				-0.01	-0.32	0.98	2011
ULK2	ENST00000395544.4	unc-51 like autophagy activating kinase 2 	489	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.01	-0.36	> 0.99	2005, 2007, 2009, 2011
MBD2	ENST00000256429.3	methyl-CpG binding domain protein 2 	823	1	1	0	0	0	0	0	0	2	mmu-let-7f-5p				-0.01	-0.47	0.95	2011
KMT2E	ENST00000334877.4	lysine (K)-specific methyltransferase 2E 	654	1	1	0	0	1	0	1	0	0	mmu-let-7d-5p				-0.01	-0.28	0.82	NULL
CERCAM	ENST00000372842.1	cerebral endothelial cell adhesion molecule 	184	1	0	1	0	0	0	0	0	1	mmu-let-7d-5p				0	-0.32	> 0.99	2007, 2009, 2011
KCMF1	ENST00000409785.4	potassium channel modulatory factor 1 	1285	1	0	0	1	0	0	0	0	1	mmu-let-7g-5p				0	-0.32	0.95	2009, 2011
GPC4	ENST00000370828.3	glypican 4 	542	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				0	-0.15	0.95	NULL
WIPI2	ENST00000288828.4	WD repeat domain, phosphoinositide interacting 2 	1038	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				0	-0.29	0.74	2011
CASK	ENST00000421587.2	calcium/calmodulin-dependent serine protein kinase (MAGUK family) 	892	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p				0	-0.13	0.38	2011
ROBO1	ENST00000436010.2	roundabout, axon guidance receptor, homolog 1 (Drosophila) 	546	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				0	-0.24	0.87	NULL
CSNK2A1	ENST00000349736.5	casein kinase 2, alpha 1 polypeptide 	1927	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				0	-0.27	0.89	NULL
SLC25A4	ENST00000281456.6	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4 	1169	1	0	0	1	0	0	0	0	0	mmu-let-7a-5p				0	-0.27	0.94	2005, 2007, 2011
MXD4	ENST00000337190.2	MAX dimerization protein 4 	1173	1	0	0	1	0	0	0	0	0	mmu-miR-98-5p				0	-0.42	0.93	NULL
TMEM233	ENST00000426426.1	transmembrane protein 233 	5	1	0	0	1	1	0	1	0	0	mmu-let-7a-5p				0	-0.53	0.81	NULL
TLR5	ENST00000540964.1	toll-like receptor 5 	5	1	1	0	0	0	0	0	0	0	mmu-let-7a-5p				0	-0.47	0.35	2011
GRID2IP	ENST00000452113.1	glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein 	5	1	1	0	0	0	0	0	0	0	mmu-let-7a-5p				0	-0.40	0.96	2011
CHRFAM7A	ENST00000397827.3	CHRNA7 (cholinergic receptor, nicotinic, alpha 7, exons 5-10) and FAM7A (family with sequence similarity 7A, exons A-E) fusion 	5	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				0	-0.37	0.91	NULL
MLLT10	ENST00000377072.3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10 	495	1	0	0	1	0	0	0	0	0	mmu-let-7b-5p				0	-0.24	0.86	2005, 2007, 2009, 2011
ZNF354A	ENST00000335815.2	zinc finger protein 354A 	5	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				0	-0.38	0.42	2005, 2007, 2009, 2011
KCNC2	ENST00000393288.2	potassium voltage-gated channel, Shaw-related subfamily, member 2 	5	1	0	0	1	1	0	1	0	0	mmu-let-7a-5p				0	-0.32	0.72	2005, 2007
B3GAT3	ENST00000534026.1	beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I) 	5	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				0	-0.35	0.45	2009, 2011
WNT1	ENST00000293549.3	wingless-type MMTV integration site family, member 1 	5	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				0	-0.23	0.56	2005, 2007, 2009, 2011
MYO1F	ENST00000338257.8	myosin IF 	33	1	0	1	0	1	0	0	1	0	mmu-let-7a-5p				0	-0.61	0.98	2007, 2009, 2011
SEMA4F	ENST00000357877.2	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F 	32	1	1	0	0	0	0	0	0	0	mmu-let-7a-5p				0	-0.25	0.96	2011
ELF4	ENST00000335997.7	E74-like factor 4 (ets domain transcription factor) 	69	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				0	-0.31	0.98	2011
ANKFY1	ENST00000341657.4	ankyrin repeat and FYVE domain containing 1 	969	1	1	0	0	0	0	0	0	0	mmu-let-7a-5p				0	-0.15	0.96	2005, 2007, 2009, 2011
GHR	ENST00000230882.4	growth hormone receptor 	102	1	0	0	1	0	0	0	0	0	mmu-let-7a-5p				0	-0.21	0.96	2005, 2007, 2009, 2011
FAM208A	ENST00000493960.2	family with sequence similarity 208, member A 	60	1	0	0	1	0	0	0	0	0	mmu-let-7a-5p				0	-0.11	0.93	2009, 2011
TNFAIP8L3	ENST00000327536.5	tumor necrosis factor, alpha-induced protein 8-like 3 	259	1	1	0	0	0	0	0	0	0	mmu-let-7a-5p				0	-0.50	0.51	2009, 2011
